date,price,total_volume,market_cap,coin_name
2020-08-01,9.722410112328183e-10,1426169.4322662805,0.0,shiba-inu
2020-08-02,9.722410112328183e-10,1426169.4322662805,0.0,shiba-inu
2020-08-03,5.169501503379501e-10,177320.86516607585,0.0,shiba-inu
2020-08-04,1.4713506008273048e-10,58977.66630603915,0.0,shiba-inu
2020-08-05,1.6355672633740019e-10,18923.979547621515,0.0,shiba-inu
2020-08-06,3.161970524614669e-10,37385.07581777098,0.0,shiba-inu
2020-08-07,2.3303636103687723e-10,7544.5258217064165,0.0,shiba-inu
2020-08-08,2.3175507238780673e-10,15823.498996478906,0.0,shiba-inu
2020-08-09,2.659165115123636e-10,13647.466056899433,0.0,shiba-inu
2020-08-10,2.3251240198421872e-10,4717.7671521730035,0.0,shiba-inu
2020-08-11,1.8428138234208467e-10,5607.360542351438,0.0,shiba-inu
2020-08-12,1.7025740903843935e-10,2837.602978586619,0.0,shiba-inu
2020-08-13,1.4990050709228907e-10,1728.226739356077,0.0,shiba-inu
2020-08-14,1.5410633332894325e-10,1890.904211897655,0.0,shiba-inu
2020-08-15,1.848702429195037e-10,3519.7552797611957,0.0,shiba-inu
2020-08-16,1.733649995234684e-10,1486.5178653531575,0.0,shiba-inu
2020-08-17,1.7157836881401012e-10,503.51483535812383,0.0,shiba-inu
2020-08-18,1.6671750801666332e-10,545.7792994054788,0.0,shiba-inu
2020-08-19,1.6061676938624364e-10,154.37324751482396,0.0,shiba-inu
2020-08-20,1.7555804099803846e-10,3861.5230698185624,0.0,shiba-inu
2020-08-21,2.0081123823096103e-10,2201.9755286269788,0.0,shiba-inu
2020-08-22,1.180870569200785e-10,3923.2414334312953,0.0,shiba-inu
2020-08-23,1.1693876317478368e-10,8422.30807101245,0.0,shiba-inu
2020-08-24,1.132174629716716e-10,774.3869750847977,0.0,shiba-inu
2020-08-25,1.167072116884972e-10,31.877460539943197,0.0,shiba-inu
2020-08-26,1.0648505537810592e-10,368.19148975018146,0.0,shiba-inu
2020-08-27,1.0127193381597449e-10,576.2163403152141,0.0,shiba-inu
2020-08-28,8.23866675439413e-11,2202.3077184589156,0.0,shiba-inu
2020-08-29,1.2255097340984004e-10,8720.867250230887,0.0,shiba-inu
2020-08-30,1.3383207788704623e-10,4602.644575033709,0.0,shiba-inu
2020-08-31,2.481405850639833e-10,42877.60390546873,0.0,shiba-inu
2020-09-01,3.0285203311274753e-10,7112.1470504285435,0.0,shiba-inu
2020-09-02,2.848676763822743e-10,14509.02446035758,0.0,shiba-inu
2020-09-03,4.667180811866643e-10,80410.01140374817,0.0,shiba-inu
2020-09-04,5.428842392779231e-10,81070.58270433873,0.0,shiba-inu
2020-09-05,3.7321310230712357e-10,30175.600017873774,0.0,shiba-inu
2020-09-06,1.5270942348483955e-10,7784.578158175332,0.0,shiba-inu
2020-09-07,1.420118669774892e-10,14938.21631730466,0.0,shiba-inu
2020-09-08,1.2441589885849314e-10,6019.691519994458,0.0,shiba-inu
