Id,Price_euros
181,2068.4328813025254
708,729.6692358856857
862,418.730291587399
1064,1312.8052659383916
702,1210.4537146927887
585,1433.6436820211284
195,2168.900069161384
463,523.421421101855
14,2466.2045134063387
621,1762.8257815940563
1259,1666.801291680763
551,602.5765956294722
358,183.0946357618421
610,511.6806486909236
880,425.8313240217101
655,1135.2126786116744
630,500.5590306372308
483,1610.9359484419804
115,1333.5350873014388
297,1437.815814827159
1162,1600.3073240028582
666,1321.5777362043848
1278,1734.9787095572801
777,1086.7218990186561
521,1665.4845044808133
93,519.8900247602139
260,720.6910673351438
733,406.4987976084231
908,1335.0051950605582
797,477.30843279670466
71,1287.1282636718395
60,1213.904584173051
608,1702.319891963025
82,309.1194609464468
540,629.4407439459353
761,1463.5841137000725
473,907.6385251201427
183,742.4916964798691
186,2908.841993638493
846,378.46789084990957
901,623.5579425754047
912,889.8681828184417
27,932.0504995623901
1127,1901.5222915631991
858,1103.5293864215307
958,1696.8177660598656
771,418.1996692533848
930,2468.3752408543896
807,225.16022023641273
618,1421.08743829677
250,1610.8804893766676
334,954.4025667459393
180,981.2923426850606
886,426.68991699141947
394,1144.6996215947556
659,715.9844647235259
764,1063.672740977953
428,202.23665231946848
1231,1243.4251263022998
865,969.0762848601439
1286,1432.7628224108457
635,1126.5868290311487
143,470.56207374289016
376,978.9397572145256
1032,1264.9678801457148
1057,1320.0497857375967
1089,602.8386462574546
87,2230.1396861364506
1072,623.2375078138072
211,1658.3253711644807
1003,845.6299362159492
889,3128.88188765103
1066,2183.9781519427484
1225,932.0483953173319
146,1486.5806730185766
1044,1213.772510366879
1105,914.7249755095353
59,542.890061974753
251,1218.2995733101407
954,1152.2556910600833
948,259.56882097381407
887,2580.008319251457
369,1446.2023583128662
1148,598.9242933311705
1062,1275.9571696243008
1135,1414.6168818511355
1180,1935.798488927041
620,431.72690796611545
304,2021.0431038854638
1048,541.753878161521
157,533.0345640289022
1128,390.07085840638206
714,977.1662248531873
993,1086.444395441538
689,2410.235291042537
443,427.7778850525011
673,1906.8497706694332
975,735.0604381472783
391,984.3248249485407
810,809.922349713017
32,784.0079903308538
724,402.0312151700859
287,1343.756858247376
857,712.0432272297913
1087,617.5013090191501
386,814.7229608738372
649,1114.7820021346315
1247,794.0579532717042
279,1164.4572686320817
1176,1820.3422747440784
1125,1296.6643531549537
286,946.4488312033548
937,286.1251953383109
508,771.7143049587229
88,810.4600802713338
446,1397.281895219857
336,987.3413467503476
779,1138.733900708254
224,607.6186964015669
834,1759.6160429900253
238,331.30827390779814
582,1234.1397477488883
726,948.4495660604954
462,955.2472301938983
863,265.1936307516533
987,1338.7356550439663
1118,2560.287870982379
1151,1817.4417491394352
736,1606.3931861072576
957,982.0292869798176
502,1157.312073515479
811,1190.658504962928
898,383.5124584581522
802,1531.8524721845479
265,669.7814132786094
